election_year,state_abbrev,district_code,bioname,nominate_dim1,rep_share_house,rep_share_pres,party,republican
2000,NC,3,"JONES, Walter Beaman, Jr.",0.244,62.21,62.53669902912621,Republican,1
2000,NC,5,"BURR, Richard M.",0.45,NA,62.857142857142854,Republican,1
2000,NC,9,"MYRICK, Sue",0.56,69.53,62.369248345861536,Republican,1
2000,NC,2,"ETHERIDGE, Bobby R.",-0.288,41.25,55.3637890979831,Democrat,0
2000,NC,7,"McINTYRE, Mike",-0.148,29.319999999999993,53.117188680467116,Democrat,0
2000,NC,8,"HAYES, Robert (Robin)",0.351,55.57,56.34716485627073,Republican,1
2000,ND,1,"POMEROY, Earl Ralph, III",-0.266,45.7,64.72739657061629,Democrat,0
2000,OH,16,"REGULA, Ralph Straus",0.221,72.13,55.93583164654752,Republican,1
2000,OH,3,"HALL, Tony Patrick",-0.28,NA,48.889057574323296,Democrat,0
2000,OH,4,"OXLEY, Michael Garver",0.382,69.92,64.16106391480344,Republican,1
2000,OH,9,"KAPTUR, Marcia Carolyn (Marcy)",-0.35,22.680000000000007,43.280282742320914,Democrat,0
2000,OH,17,"TRAFICANT, James A., Jr.",-0.082,31.269999999999996,39.395207204720336,Democrat,0
2000,OH,14,"SAWYER, Thomas Charles",-0.377,32.379999999999995,43.80571323853447,Democrat,0
2000,OH,5,"GILLMOR, Paul Eugene",0.254,73.22,59.1354272205336,Republican,1
2000,OH,12,"TIBERI, Patrick (Pat)",0.386,54.67,52.62873786407767,Republican,1
2000,OH,7,"HOBSON, David Lee",0.315,72.93,59.48594757513592,Republican,1
2000,OH,8,"BOEHNER, John Andrew",0.513,73.06,65.19179665158336,Republican,1
2000,OH,2,"PORTMAN, Robert Jones (Rob)",0.373,76.11,67.3476901081226,Republican,1
2000,OH,13,"BROWN, Sherrod",-0.431,33.14,51.885669824705936,Democrat,0
2000,OH,15,"PRYCE, Deborah D.",0.32,70.76,54.17906105202819,Republican,1
2000,OH,1,"CHABOT, Steve",0.574,54.29,48.452317712543596,Republican,1
2000,OH,18,"NEY, Robert William",0.269,65.78,53.19841155925554,Republican,1
2000,OH,19,"LaTOURETTE, Steven C.",0.211,71.22,48.31551403008269,Republican,1
2000,OH,6,"STRICKLAND, Ted",-0.384,41.12,57.87662098484752,Democrat,0
2000,OH,10,"KUCINICH, Dennis",-0.582,22.650000000000006,45.140531499382455,Democrat,0
2000,OH,11,"JONES, Stephanie Tubbs",-0.521,11.64,15.508013251416713,Democrat,0
2000,OK,1,"SULLIVAN, John",0.513,70.31,62.398505936235495,Republican,1
2000,OK,2,"CARSON, Brad",-0.181,43.23,53.376164440973085,Democrat,0
2000,OK,5,"ISTOOK, Ernest James, Jr.",0.492,71.58,69.2265371726844,Republican,1
2000,OK,6,"LUCAS, Frank D.",0.362,60.25,61.8129218900675,Republican,1
2000,OK,1,"LARGENT, Steve",0.617,70.31,62.398505936235495,Republican,1
2000,OK,4,"WATTS, Julius Caesar, Jr. (J. C.)",0.406,67.53,62.008307372793354,Republican,1
2000,OK,3,"WATKINS, Wesley Wade",0.368,NA,56.98078032300593,Republican,1
2000,OR,4,"DeFAZIO, Peter Anthony",-0.429,31,52.893119880377306,Democrat,0
2000,OR,3,"BLUMENAUER, Earl",-0.427,26.159999999999997,33.64031524681114,Democrat,0
2000,OR,5,"HOOLEY, Darlene",-0.315,43.15,51.31437610740202,Democrat,0
2000,OR,1,"WU, David",-0.37,39.46,46.193712693991245,Democrat,0
2000,OR,2,"WALDEN, Greg",0.334,73.81,63.318180739595725,Republican,1
2000,PA,9,"SHUSTER, E. G. (Bud)",0.416,NA,66.78515425833822,Republican,1
2000,PA,12,"MURTHA, John Patrick, Jr.",-0.265,27.989999999999995,53.81209866550949,Democrat,0
2000,PA,14,"COYNE, William Joseph",-0.494,NA,35.85851784014797,Democrat,0
2000,PA,3,"BORSKI, Robert Anthony, Jr.",-0.416,31.25,32.178729091571824,Democrat,0
2000,PA,17,"GEKAS, George William",0.426,71.52,61.944439716070605,Republican,1
2000,PA,11,"KANJORSKI, Paul E.",-0.303,33.58,48.62323971363386,Democrat,0
2000,PA,7,"WELDON, Wayne Curtis (Curt)",0.232,64.81,48.64770533194713,Republican,1
2000,PA,4,"HART, Melissa A.",0.39,59.01,51.68196096352012,Republican,1
2000,PA,9,"SHUSTER, William (Bill)",0.374,NA,66.78515425833822,Republican,1
2000,PA,19,"PLATTS, Todd",0.252,73.27,63.281721553233474,Republican,1
2000,PA,6,"HOLDEN, Thomas Timothy (Tim)",-0.233,33.709999999999994,54.73476096329292,Democrat,0
2000,PA,8,"GREENWOOD, James Charles",0.225,60.5,48.01539228960308,Republican,1
2000,PA,2,"FATTAH, Chaka",-0.472,NA,10.725696248821137,Democrat,0
2000,PA,18,"DOYLE, Michael F.",-0.33,30.590000000000003,41.78730190207063,Democrat,0
2000,PA,20,"MASCARA, Frank R.",-0.271,35.620000000000005,47.79060217006009,Democrat,0
2000,PA,21,"ENGLISH, Philip Sheridan",0.251,60.83,50.47037998795971,Republican,1
2000,PA,5,"PETERSON, John",0.34,NA,60.63521050293668,Republican,1
2000,PA,16,"PITTS, Joseph R.",0.538,66.95,60.17477185055906,Republican,1
2000,PA,1,"BRADY, Robert A.",-0.484,11.75,13.490049861006923,Democrat,0
2000,PA,10,"SHERWOOD, Don",0.329,52.58,51.68826883703616,Republican,1
2000,PA,13,"HOEFFEL, Joseph M.",-0.338,46.42,44.24774624133827,Democrat,0
2000,PA,15,"TOOMEY, Patrick Joseph",0.646,53.25,48.84440895566331,Republican,1
2000,RI,2,"LANGEVIN, James",-0.376,18.409999999999997,35.734121697784516,Democrat,0
2000,RI,1,"KENNEDY, Patrick Joseph",-0.409,33.260000000000005,33.18491514908615,Democrat,0
2000,SC,2,"SPENCE, Floyd Davidson",0.32,58.24,59.47105965489776,Republican,1
2000,SC,5,"SPRATT, John McKee, Jr.",-0.256,40.19,57.52430692735385,Democrat,0
2000,SC,1,"BROWN, Henry Edward, Jr.",0.367,62.82,61.32859143193396,Republican,1
2000,SC,2,"WILSON, Addison Graves (Joe)",0.538,58.24,59.47105965489776,Republican,1
2000,SC,3,"GRAHAM, Lindsey O.",0.406,69.09,64.44666744213097,Republican,1
2000,SC,4,"DeMINT, James W.",0.7,NA,65.97975713771307,Republican,1
2000,SC,6,"CLYBURN, James Enos",-0.464,26.590000000000003,36.27281974409765,Democrat,0
2000,SD,1,"THUNE, John",0.41,74.69,61.61471257237386,Republican,1
2000,TN,6,"GORDON, Barton Jennings",-0.204,36.53,54.4960184371788,Democrat,0
2000,TN,5,"CLEMENT, Robert Nelson",-0.216,25.239999999999995,41.229455650218796,Democrat,0
2000,TN,2,"DUNCAN, John J., Jr.",0.604,NA,60.22821997918205,Republican,1
2000,TN,8,"TANNER, John S.",-0.182,27.730000000000004,50.1687656342275,Democrat,0
2000,TN,3,"WAMP, Zachary Paul",0.428,64.85,54.50615623480998,Republican,1
2000,TN,4,"HILLEARY, Van",0.543,66.55,53.54627452972663,Republican,1
2000,TN,7,"BRYANT, Ed",0.442,70.5,58.50911860437799,Republican,1
2000,TN,1,"JENKINS, William Lewis",0.396,NA,62.129534702169884,Republican,1
2000,TN,9,"FORD, Harold, Jr.",-0.359,NA,24.5320473341545,Democrat,0
2000,TX,14,"PAUL, Ronald Ernest",0.863,59.71,64.78058218274558,Republican,1
2000,TX,24,"FROST, Jonas Martin",-0.316,37.25,48.300136950097304,Democrat,0
2000,TX,17,"STENHOLM, Charles Walter",0.019,37.54,71.46903204217327,Democrat,0
2000,TX,4,"HALL, Ralph Moody",0.096,38.56,72.1502386599277,Democrat,0
2000,TX,27,"ORTIZ, Solomon P.",-0.272,34.870000000000005,49.70079952326563,Democrat,0
2000,TX,6,"BARTON, Joe Linus",0.528,NA,70.96091255589198,Republican,1
2000,TX,19,"COMBEST, Larry Ed",0.458,NA,80.31286880348422,Republican,1
2000,TX,22,"DeLAY, Thomas Dale",0.593,62.54,63.564350272154634,Republican,1
2000,TX,26,"ARMEY, Richard Keith",0.635,73.9,72.43177802721758,Republican,1
2000,TX,21,"SMITH, Lamar Seeligson",0.425,77.39,75.12918349966813,Republican,1
2000,TX,7,"CULBERSON, John",0.503,75.17,72.81127008653873,Republican,1
2000,TX,3,"JOHNSON, Sam",0.61,73.61,69.7818563859632,Republican,1
2000,TX,11,"EDWARDS, Thomas Chester (Chet)",-0.226,44.71,66.3522225638834,Democrat,0
2000,TX,10,"DOGGETT, Lloyd Alton, II",-0.402,NA,51.90871970340559,Democrat,0
2000,TX,13,"THORNBERRY, William McClellan (Mac)",0.524,68.47,68.86811855846797,Republican,1
2000,TX,18,"JACKSON LEE, Sheila",-0.459,22.459999999999994,27.027282111782924,Democrat,0
2000,TX,25,"BENTSEN, Kenneth E., Jr.",-0.292,39.06,48.9647431285077,Democrat,0
2000,TX,1,"SANDLIN, Max A.",-0.25,43.75,63.98085864775609,Democrat,0
2000,TX,2,"TURNER, Jim",-0.185,NA,62.17050603792623,Democrat,0
2000,TX,5,"SESSIONS, Pete",0.585,54.88,58.07625640837658,Republican,1
2000,TX,8,"BRADY, Kevin Patrick",0.524,NA,77.56809175643244,Republican,1
2000,TX,9,"LAMPSON, Nicholas V.",-0.179,40.11,54.94461036333965,Democrat,0
2000,TX,12,"GRANGER, Kay",0.397,63.52,59.446922774749375,Republican,1
2000,TX,15,"HINOJOSA, Rubén",-0.34,NA,45.22904618803505,Democrat,0
2000,TX,16,"REYES, Silvestre",-0.321,30.64,40.46186542145594,Democrat,0
2000,TX,28,"RODRIGUEZ, Ciro D.",-0.349,NA,42.800697269029634,Democrat,0
2000,TX,20,"GONZALEZ, Charles A.",-0.347,NA,43.779670579169704,Democrat,0
2000,TX,23,"BONILLA, Henry",0.4,60.46,57.781626192153865,Republican,1
2000,TX,29,"GREEN, Raymond Eugene (Gene)",-0.324,25.909999999999997,39.09101918651926,Democrat,0
2000,TX,30,"JOHNSON, Eddie Bernice",-0.485,NA,29.02342879429463,Democrat,0
2000,UT,1,"HANSEN, James Vear",0.496,71.71000000000001,76.38672468273286,Republican,1
2000,UT,2,"MATHESON, James David (Jim)",-0.115,42.48,62.729930899073715,Democrat,0
2000,UT,3,"CANNON, Christopher B.",0.596,61.08,75.86090612477281,Republican,1
2000,VA,10,"WOLF, Frank Rudolph",0.284,NA,59.83379068502741,Republican,1
2000,VA,9,"BOUCHER, Frederick C.",-0.265,30.150000000000006,56.24136653077726,Democrat,0
2000,VA,4,"SISISKY, Norman",-0.122,NA,50.101393789469626,Democrat,0
2000,VA,1,"DAVIS, Jo Ann",0.426,60.84,59.62842339008142,Republican,1
2000,VA,2,"SCHROCK, Edward",0.451,52,54.24119616108679,Republican,1
2000,VA,4,"FORBES, J. Randy",0.407,NA,50.101393789469626,Republican,1
2000,VA,7,"CANTOR, Eric",0.518,66.99000000000001,64.05617537871689,Republican,1
2000,VA,8,"MORAN, James P.",-0.302,34.959999999999994,42.15911068148864,Democrat,0
2000,VA,11,"DAVIS, Thomas M., III",0.282,64.31,48.822445798497945,Republican,1
2000,VA,3,"SCOTT, Robert C.",-0.45,NA,32.73813284323579,Democrat,0
2000,VA,6,"GOODLATTE, Robert William",0.496,NA,60.20111940464388,Republican,1
2000,VA,5,"GOODE, Virgil H., Jr.",0.439,NA,58.30715698865017,Republican,1
2000,WA,6,"DICKS, Norman DeValois",-0.312,32.459999999999994,46.015252737126715,Democrat,0
2000,WA,7,"McDERMOTT, James A.",-0.666,NA,21.717413666967474,Democrat,0
2000,WA,2,"LARSEN, Richard Ray (Rick)",-0.365,47.87,48.9510026386144,Democrat,0
2000,WA,4,"HASTINGS, Richard Norman (Doc)",0.416,62.06,64.77229364317012,Republican,1
2000,WA,5,"NETHERCUTT, George R., Jr.",0.357,59.58,57.96348160015654,Republican,1
2000,WA,9,"SMITH, Adam",-0.284,36.17,43.97891406537898,Democrat,0
2000,WA,1,"INSLEE, Jay Robert",-0.33,43.88,43.705915994153905,Democrat,0
2000,WA,3,"BAIRD, Brian",-0.342,41.88,50.45093703556023,Democrat,0
2000,WA,8,"DUNN, Jennifer Blackburn",0.384,63.59,48.79265963908997,Republican,1
2000,WV,3,"RAHALL, Nick Joe, II",-0.306,NA,48.1291105293404,Democrat,0
2000,WV,1,"MOLLOHAN, Alan Bowlby",-0.292,NA,55.72752714756419,Democrat,0
2000,WV,2,"CAPITO, Shelley Moore",0.262,51.36,55.09669612376397,Republican,1
2000,WI,7,"OBEY, David Ross",-0.45,36.69,49.259814272415596,Democrat,0
2000,WI,9,"SENSENBRENNER, Frank James, Jr.",0.64,74.1,65.12201546303899,Republican,1
2000,WI,6,"PETRI, Thomas Evert",0.379,65.09,55.09105200138102,Republican,1
2000,WI,4,"KLECZKA, Gerald Daniel",-0.322,38.36,52.57712284273077,Democrat,0
2000,WI,3,"KIND, Ron",-0.262,36.03,48.45091149905263,Democrat,0
2000,WI,1,"RYAN, Paul D.",0.556,66.65,49.120911979069334,Republican,1
2000,WI,2,"BALDWIN, Tammy",-0.5,48.6,38.57170801682261,Democrat,0
2000,WI,8,"GREEN, Mark",0.456,74.71000000000001,54.17649081877586,Republican,1
2000,WI,5,"BARRETT, Thomas M.",-0.38,22.090000000000003,32.00591996526009,Democrat,0
2000,WY,1,"CUBIN, Barbara L.",0.501,70.05,70.98230564031704,Republican,1
1998,AL,1,"CALLAHAN, Herbert Leon (Sonny)",0.373,NA,60.3,Republican,1
1998,AL,5,"CRAMER, Robert E. (Bud), Jr.",-0.132,30.269999999999996,53.20167,Democrat,0
1998,AL,2,"EVERETT, Robert Terry",0.414,69.33,59.96444,Republican,1
1998,AL,6,"BACHUS, Spencer T., III",0.387,71.84,70.81694999999999,Republican,1
1998,AL,7,"HILLIARD, Earl Frederick",-0.555,NA,24.477249999999998,Democrat,0
1998,AL,3,"RILEY, Robert",0.433,58.1,52.61724,Republican,1
1998,AL,4,"ADERHOLT, Robert",0.367,56.43,52.53859,Republican,1
1998,AK,1,"YOUNG, Donald Edwin",0.284,64.39,60.4285,Republican,1
1998,AZ,3,"STUMP, Robert Lee",0.703,67.25999999999999,53.62278,Republican,1
1998,AZ,5,"KOLBE, James Thomas",0.351,53.31,48.09242,Republican,1
1998,AZ,2,"PASTOR, Ed",-0.421,29.239999999999995,30.544979999999995,Democrat,0
1998,AZ,1,"SALMON, Matthew James",0.673,64.62,50.31335,Republican,1
1998,AZ,4,"SHADEGG, John B.",0.749,67.46000000000001,52.54089,Republican,1
1998,AZ,6,"HAYWORTH, John D., Jr.",0.559,54.85,48.60307,Republican,1
1998,AR,4,"DICKEY, Jay W., Jr.",0.391,57.52,34.22692000000001,Republican,1
1998,AR,1,"BERRY, Robert Marion",-0.293,NA,36.03523,Democrat,0
1998,AR,2,"SNYDER, Victor F.",-0.268,42.03,40.05429,Democrat,0
1998,AR,3,"HUTCHINSON, Asa",0.358,NA,50.77246,Republican,1
1998,CA,42,"BROWN, George Edward, Jr.",-0.506,42.23,39.97309,Democrat,0
1998,CA,13,"STARK, Fortney Hillman (Pete), Jr.",-0.631,27.230000000000004,30.641139999999993,Democrat,0
1998,CA,7,"MILLER, George",-0.552,23.33,27.572630000000004,Democrat,0
1998,CA,29,"WAXMAN, Henry Arnold",-0.473,23.439999999999998,26.202979999999997,Democrat,0
1998,CA,32,"DIXON, Julian Carey",-0.458,11.519999999999996,12.92089,Democrat,0
1998,CA,40,"LEWIS, Charles Jeremy (Jerry)",0.348,67.03999999999999,56.4197,Republican,1
1998,CA,5,"MATSUI, Robert T.",-0.404,26.569999999999993,37.2091,Democrat,0
1998,CA,21,"THOMAS, William Marshall",0.371,NA,62.20751,Republican,1
1998,CA,28,"DREIER, David Timothy",0.478,59.48,49.32854,Republican,1
1998,CA,52,"HUNTER, Duncan Lee",0.47,NA,53.60074,Republican,1
1998,CA,12,"LANTOS, Thomas Peter",-0.376,22.200000000000003,23.599999999999994,Democrat,0
1998,CA,31,"MARTÍNEZ, Matthew G.",-0.341,24.439999999999998,28.295109999999994,Democrat,0
1998,CA,26,"BERMAN, Howard Lawrence",-0.404,NA,27.529560000000004,Democrat,0
1998,CA,48,"PACKARD, Ronald C.",0.419,NA,62.17195,Republican,1
1998,CA,23,"GALLEGLY, Elton W.",0.402,64.06,47.88915,Republican,1
1998,CA,2,"HERGER, Walter William (Wally)",0.551,64.44,58.48746,Republican,1
1998,CA,8,"PELOSI, Nancy",-0.49,12.310000000000002,15.872990000000001,Democrat,0
1998,CA,15,"CAMPBELL, Thomas J.",0.256,61.49,40.06326,Republican,1
1998,CA,47,"COX, Charles Christopher",0.54,69.61,59.85149,Republican,1
1998,CA,45,"ROHRABACHER, Dana",0.626,61.1,57.10698,Republican,1
1998,CA,18,"CONDIT, Gary Adrian",-0.103,NA,49.56333,Democrat,0
1998,CA,4,"DOOLITTLE, John Taylor",0.519,64.52000000000001,57.55988,Republican,1
1998,CA,20,"DOOLEY, Calvin M.",-0.19,39.27,43.79893,Democrat,0
1998,CA,35,"WATERS, Maxine",-0.653,NA,11.506550000000004,Democrat,0
1998,CA,51,"CUNNINGHAM, Randall (Duke)",0.411,63.98,57.32269,Republican,1
1998,CA,6,"WOOLSEY, Lynn C.",-0.556,30.430000000000007,33.45016,Democrat,0
1998,CA,11,"POMBO, Richard William",0.461,62.89,49.75977,Republican,1
1998,CA,14,"ESHOO, Anna Georges",-0.381,29.290000000000006,34.76286,Democrat,0
1998,CA,17,"FARR, Sam",-0.455,33.59,36.8587,Democrat,0
1998,CA,25,"McKEON, Howard P. (Buck)",0.396,NA,53.52898,Republican,1
1998,CA,30,"BECERRA, Xavier",-0.512,18.75,21.816109999999995,Democrat,0
1998,CA,33,"ROYBAL-ALLARD, Lucille",-0.471,12.709999999999994,14.933359999999993,Democrat,0
1998,CA,38,"HORN, John Stephen (Steve)",0.167,54.43,40.36597,Republican,1
1998,CA,39,"ROYCE, Edward Randall",0.657,64.83,53.87854,Republican,1
1998,CA,43,"CALVERT, Ken",0.348,59.56,51.41206,Republican,1
1998,CA,50,"FILNER, Bob",-0.652,NA,35.13663,Democrat,0
1998,CA,16,"LOFGREN, Zoe",-0.402,24.33,32.03202,Democrat,0
1998,CA,19,"RADANOVICH, George P.",0.484,NA,56.56553,Republican,1
1998,CA,49,"BILBRAY, Brian P.",0.392,51.16,45.19709,Republican,1
1998,CA,37,"MILLENDER-McDONALD, Juanita",-0.438,14.939999999999998,13.50255,Democrat,0
1998,CA,10,"TAUSCHER, Ellen O'Kane",-0.308,44.83,46.91386,Democrat,0
1998,CA,24,"SHERMAN, Brad",-0.342,40.18,41.47045,Democrat,0
1998,CA,27,"ROGAN, James E.",0.475,52.21,45.24968,Republican,1
1998,CA,46,"SANCHEZ, Loretta",-0.367,41.04,45.45744,Democrat,0
1998,CA,22,"CAPPS, Lois",-0.389,43.97,50.11847,Democrat,0
1998,CA,44,"BONO, Mary",0.353,62.95,50.29596,Republican,1
1998,CA,9,"LEE, Barbara",-0.683,13.730000000000004,14.315960000000004,Democrat,0
1998,CA,1,"THOMPSON, Michael",-0.396,34.7,42.35762,Democrat,0
1998,CA,3,"OSE, Doug",0.289,53.78,49.54766,Republican,1
1998,CA,34,"NAPOLITANO, Grace Flores",-0.448,29.709999999999994,30.009929999999997,Democrat,0
1998,CA,36,"KUYKENDALL, Steven T.",0.219,51.22,46.998779999999996,Republican,1
1998,CA,41,"MILLER, Gary G.",0.478,56.65,51.84608,Republican,1
1998,CA,42,"BACA, Joe",-0.349,42.23,39.97309,Democrat,0
1998,CA,31,"MARTÍNEZ, Matthew G.",0.371,24.439999999999998,28.295109999999994,Republican,1
1998,CO,5,"HEFLEY, Joel M.",0.591,73.69,64.18976,Republican,1
1998,CO,3,"McINNIS, Scott",0.391,67.75999999999999,51.04997,Republican,1
1998,CO,1,"DeGETTE, Diana",-0.432,31.019999999999996,33.52741,Democrat,0
1998,CO,4,"SCHAFFER, Robert W.",0.638,59.34,54.4215,Republican,1
1998,CO,2,"UDALL, Mark",-0.353,48.75,44.6199,Democrat,0
1998,CO,6,"TANCREDO, Thomas G.",0.75,57.52,53.50653,Republican,1
1998,CT,2,"GEJDENSON, Samuel",-0.416,36.75,37.40694,Democrat,0
1998,CT,6,"JOHNSON, Nancy Lee",0.122,59.49,42.25963,Republican,1
1998,CT,4,"SHAYS, Christopher H.",0.129,69.81,43.74231,Republican,1
1998,CT,3,"DeLAURO, Rosa L.",-0.416,27.72,35.369209999999995,Democrat,0
1998,CT,5,"MALONEY, James H.",-0.244,49.24,45.563720000000004,Democrat,0
1998,CT,1,"LARSON, John B.",-0.398,41.63,33.36435,Democrat,0
1998,DE,1,"CASTLE, Michael Newbold",0.229,67.59,41.37634,Republican,1
1998,FL,10,"YOUNG, Charles William (Bill)",0.325,NA,42.68607,Republican,1
1998,FL,8,"McCOLLUM, Ira William, Jr. (Bill)",0.377,65.78999999999999,52.57252,Republican,1
1998,FL,22,"SHAW, Eugene Clay, Jr.",0.3,NA,41.00209,Republican,1
1998,FL,9,"BILIRAKIS, Michael",0.382,NA,50.12972,Republican,1
1998,FL,14,"GOSS, Porter J.",0.421,NA,57.27706,Republican,1
1998,FL,6,"STEARNS, Clifford Bundy",0.554,NA,56.51903,Republican,1
1998,FL,18,"ROS-LEHTINEN, Ileana",0.244,NA,54.54926,Republican,1
1998,FL,3,"BROWN, Corrine",-0.429,44.55,37.4,Democrat,0
1998,FL,4,"FOWLER, Tillie Kidd",0.329,NA,60.4174,Republican,1
1998,FL,5,"THURMAN, Karen L.",-0.304,NA,42.5054,Democrat,0
1998,FL,7,"MICA, John L.",0.453,NA,51.80178,Republican,1
1998,FL,12,"CANADY, Charles Terrance",0.382,NA,51.69989,Republican,1
1998,FL,13,"MILLER, Daniel",0.453,NA,51.87713,Republican,1
1998,FL,17,"MEEK, Carrie P.",-0.483,NA,12.690910000000002,Democrat,0
1998,FL,20,"DEUTSCH, Peter R.",-0.324,NA,34.67121,Democrat,0
1998,FL,21,"DIAZ-BALART, Lincoln",0.243,74.75,53.06526,Republican,1
1998,FL,23,"HASTINGS, Alcee Lamar",-0.564,NA,19.712429999999998,Democrat,0
1998,FL,15,"WELDON, David Joseph",0.471,63.08,53.03261,Republican,1
1998,FL,16,"FOLEY, Mark A.",0.311,NA,47.2237,Republican,1
1998,FL,2,"BOYD, F. Allen, Jr.",-0.181,NA,46.40171,Democrat,0
1998,FL,11,"DAVIS, Jim",-0.278,34.97,43.36801,Democrat,0
1998,FL,19,"WEXLER, Robert",-0.392,NA,30.000960000000006,Democrat,0
1998,FL,1,"SCARBOROUGH, Charles Joseph",0.672,NA,65.54923,Republican,1
1998,GA,5,"LEWIS, John R.",-0.589,21.489999999999995,23.563339999999997,Democrat,0
1998,GA,1,"KINGSTON, Jack",0.54,NA,51.79465,Republican,1
1998,GA,2,"BISHOP, Sanford Dixon, Jr.",-0.282,43.21,46.94425,Democrat,0
1998,GA,3,"COLLINS, Michael Allen (Mac)",0.536,NA,54.15232,Republican,1
1998,GA,11,"LINDER, John Elmer",0.559,69.32,59.29431,Republican,1
1998,GA,4,"McKINNEY, Cynthia Ann",-0.533,38.93,33.1169,Democrat,0
1998,GA,7,"BARR, Bob",0.632,55.37,56.27949,Republican,1
1998,GA,8,"CHAMBLISS, Saxby",0.423,62.37,48.45411,Republican,1
1998,GA,10,"NORWOOD, Charles W., Jr.",0.533,59.6,48.71612,Republican,1
1998,GA,6,"ISAKSON, Johnny",0.402,70.58,64.77584,Republican,1
1998,GA,9,"DEAL, John Nathan",0.581,NA,60.98397,Republican,1
1998,HI,2,"MINK, Patsy Takemoto",-0.513,25.900000000000006,34.24216,Democrat,0
1998,HI,1,"ABERCROMBIE, Neil",-0.432,37.13,37.25533,Democrat,0
1998,ID,1,"CHENOWETH-HAGE, Helen P.",0.797,55.27,59.61739,Republican,1
1998,ID,2,"SIMPSON, Michael K.",0.296,54.02,62.1623,Republican,1
1998,IL,8,"CRANE, Philip Miller",0.739,68.65,54.888420000000004,Republican,1
1998,IL,6,"HYDE, Henry John",0.312,69.1,53.12268,Republican,1
1998,IL,10,"PORTER, John Edward",0.217,NA,46.49922,Republican,1
1998,IL,17,"EVANS, Lane Allen",-0.454,48.44,42.72661,Democrat,0
1998,IL,3,"LIPINSKI, William Oliver",-0.176,27.519999999999996,40.86876,Democrat,0
1998,IL,14,"HASTERT, John Dennis",0.443,69.76,53.57077,Republican,1
1998,IL,12,"COSTELLO, Jerry Francis",-0.317,39.64,37.63586,Democrat,0
1998,IL,15,"EWING, Thomas W.",0.361,61.58,49.72555,Republican,1
1998,IL,1,"RUSH, Bobby L.",-0.478,10.819999999999993,11.305850000000007,Democrat,0
1998,IL,4,"GUTIÉRREZ, Luis V.",-0.487,16.260000000000005,15.137039999999999,Democrat,0
1998,IL,16,"MANZULLO, Donald A.",0.51,NA,52.90045,Republican,1
1998,IL,11,"WELLER, Gerald C. (Jerry)",0.288,58.81,42.73001,Republican,1
1998,IL,18,"LaHOOD, Ray H.",0.246,NA,51.26736,Republican,1
1998,IL,2,"JACKSON, Jesse L., Jr.",-0.538,9.739999999999995,11.503169999999997,Democrat,0
1998,IL,5,"BLAGOJEVICH, Rod R.",-0.317,26.03,32,Democrat,0
1998,IL,7,"DAVIS, Danny K.",-0.486,NA,14.440809999999999,Democrat,0
1998,IL,20,"SHIMKUS, John M.",0.374,61.29,46.3475,Republican,1
1998,IL,9,"SCHAKOWSKY, Janice D.",-0.607,23.67,27.301509999999993,Democrat,0
1998,IL,13,"BIGGERT, Judy Borg",0.323,61.02,54.73001,Republican,1
1998,IL,19,"PHELPS, David Dwain",-0.207,41.71,46.26017,Democrat,0
1998,IN,6,"BURTON, Danny Lee",0.585,81.12,69.13793,Republican,1
1998,IN,1,"VISCLOSKY, Peter",-0.402,26.560000000000002,34.97904,Democrat,0
1998,IN,3,"ROEMER, Timothy John",-0.165,41.9,51.32254,Democrat,0
1998,IN,5,"BUYER, Stephen Earle",0.435,63.45,57.50261,Republican,1
1998,IN,2,"McINTOSH, David Martin",0.576,61.46,52.24411,Republican,1
1998,IN,4,"SOUDER, Mark Edward",0.435,63.31,59.51767,Republican,1
1998,IN,8,"HOSTETTLER, John Nathan",0.705,53.12,49.16827,Republican,1
1998,IN,7,"PEASE, Edward Allan",0.413,70.99,59.72018,Republican,1
1998,IN,10,"CARSON, Julia May",-0.464,40.29,40.93429,Democrat,0
1998,IN,9,"HILL, Baron P.",-0.121,48.57,49.6228,Democrat,0
1998,IA,1,"LEACH, James Albert Smith",0.141,57.23,40.43351,Republican,1
1998,IA,2,"NUSSLE, James Allen",0.417,55.62,41.3771,Republican,1
1998,IA,4,"GANSKE, Greg",0.239,65.8,45.76082,Republican,1
1998,IA,5,"LATHAM, Thomas",0.302,NA,50.43521,Republican,1
1998,IA,3,"BOSWELL, Leonard L.",-0.238,41.97,43.60844,Democrat,0
1998,KS,4,"TIAHRT, Todd",0.449,59.79,61.71999,Republican,1
1998,KS,1,"MORAN, Jerry",0.413,80.67,68.80015,Republican,1
1998,KS,2,"RYUN, Jim",0.547,60.95,55.5521,Republican,1
1998,KS,3,"MOORE, Dennis",-0.267,47.61,54.46168,Democrat,0
1998,KY,5,"ROGERS, Harold Dallas (Hal)",0.336,78.23,47.83418,Republican,1
1998,KY,2,"LEWIS, Ron",0.418,64.32,54.35833,Republican,1
1998,KY,1,"WHITFIELD, Wayne Edward (Ed)",0.303,55.18,47.81793,Republican,1
1998,KY,3,"NORTHUP, Anne Meagher",0.335,52.02,43.10725,Republican,1
1998,KY,4,"LUCAS, Ken",-0.058,46.59,54.78391,Democrat,0
1998,KY,6,"FLETCHER, Ernest L.",0.285,53.61,49.5,Republican,1
